DEBUG: General     , 1759712274657> 17,385,802,747> LoggerManager.init                  > Initializing...
LOG  : General     , 1759712290712> 17,385,818,797> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290714> 17,385,818,799> adding unknown item param "OAL" = "1.4"
LOG  : General     , 1759712290714> 17,385,818,799> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290714> 17,385,818,799> adding unknown item param "ExtMagType" = "Base.380ExtClip"
LOG  : General     , 1759712290714> 17,385,818,800> adding unknown item param "OAL" = "0.7"
LOG  : General     , 1759712290715> 17,385,818,800> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290715> 17,385,818,800> adding unknown item param "ExtMagType" = "Base.380ExtClip"
LOG  : General     , 1759712290715> 17,385,818,800> adding unknown item param "Fold" = "Base.Vz61_Stock"
LOG  : General     , 1759712290715> 17,385,818,801> adding unknown item param "OAL" = "1.4"
LOG  : General     , 1759712290715> 17,385,818,801> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290715> 17,385,818,801> adding unknown item param "ExtMagType" = "Base.380ExtClip"
LOG  : General     , 1759712290715> 17,385,818,801> adding unknown item param "Fold" = "Base.Vz61_Fold"
LOG  : General     , 1759712290716> 17,385,818,802> adding unknown item param "OAL" = "0.4"
LOG  : General     , 1759712290716> 17,385,818,802> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290717> 17,385,818,802> adding unknown item param "OAL" = "0.5"
LOG  : General     , 1759712290717> 17,385,818,802> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290718> 17,385,818,803> adding unknown item param "OAL" = "0.5"
LOG  : General     , 1759712290718> 17,385,818,803> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290722> 17,385,818,807> adding unknown item param "OAL" = "1.5"
LOG  : General     , 1759712290722> 17,385,818,808> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290722> 17,385,818,808> adding unknown item param "DrumMagType" = "Base.762Drum"
LOG  : General     , 1759712290723> 17,385,818,808> adding unknown item param "OAL" = "1.6"
LOG  : General     , 1759712290723> 17,385,818,809> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290723> 17,385,818,809> adding unknown item param "DrumMagType" = "Base.762Drum"
LOG  : General     , 1759712290724> 17,385,818,809> adding unknown item param "OAL" = "1.6"
LOG  : General     , 1759712290724> 17,385,818,810> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290724> 17,385,818,810> adding unknown item param "ExtMagType" = "Base.ASVALClip"
LOG  : General     , 1759712290725> 17,385,818,810> adding unknown item param "OAL" = "1.5"
LOG  : General     , 1759712290725> 17,385,818,811> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290725> 17,385,818,811> adding unknown item param "ExtMagType" = "Base.ASVALClip"
LOG  : General     , 1759712290726> 17,385,818,811> adding unknown item param "OAL" = "1.9"
LOG  : General     , 1759712290726> 17,385,818,812> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290726> 17,385,818,812> adding unknown item param "ExtMagType" = "Base.ASVALClip"
LOG  : General     , 1759712290727> 17,385,818,812> adding unknown item param "OAL" = "1.5"
LOG  : General     , 1759712290727> 17,385,818,812> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290727> 17,385,818,812> adding unknown item param "ExtMagType" = "Base.ASVALClip"
LOG  : General     , 1759712290727> 17,385,818,812> adding unknown item param "Integral" = "Launcher"
LOG  : General     , 1759712290727> 17,385,818,812> adding unknown item param "Melee" = "Base.Ots14_4A_GL"
LOG  : General     , 1759712290727> 17,385,818,812> adding unknown item param "HEMode" = "Base.Ots14_4A_GL_HE"
LOG  : General     , 1759712290727> 17,385,818,812> adding unknown item param "INCMode" = "Base.Ots14_4A_GL_INC"
LOG  : General     , 1759712290728> 17,385,818,813> adding unknown item param "OAL" = "1.5"
LOG  : General     , 1759712290728> 17,385,818,813> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290728> 17,385,818,813> adding unknown item param "Integral" = "Launcher"
LOG  : General     , 1759712290728> 17,385,818,813> adding unknown item param "Melee" = "Base.Ots14_4A_GL"
LOG  : General     , 1759712290728> 17,385,818,813> adding unknown item param "CompAmmo" = "Base.Ots14_4A_GL_INC"
LOG  : General     , 1759712290728> 17,385,818,814> adding unknown item param "OAL" = "1.5"
LOG  : General     , 1759712290729> 17,385,818,814> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290729> 17,385,818,814> adding unknown item param "Integral" = "Launcher"
LOG  : General     , 1759712290729> 17,385,818,814> adding unknown item param "Melee" = "Base.Ots14_4A_GL"
LOG  : General     , 1759712290729> 17,385,818,814> adding unknown item param "CompAmmo" = "Base.Ots14_4A_GL_HE"
LOG  : General     , 1759712290729> 17,385,818,815> adding unknown item param "OAL" = "2.3"
LOG  : General     , 1759712290730> 17,385,818,815> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290732> 17,385,818,817> adding unknown item param "OAL" = "0.5"
LOG  : General     , 1759712290732> 17,385,818,818> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290732> 17,385,818,818> adding unknown item param "ExtMagType" = "Base.9mmExtClip"
LOG  : General     , 1759712290732> 17,385,818,818> adding unknown item param "DrumMagType" = "Base.9mmDrum"
LOG  : General     , 1759712290733> 17,385,818,818> adding unknown item param "OAL" = "0.5"
LOG  : General     , 1759712290733> 17,385,818,818> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290733> 17,385,818,818> adding unknown item param "ExtMagType" = "Base.45DSExtClip"
LOG  : General     , 1759712290733> 17,385,818,818> adding unknown item param "DrumMagType" = "Base.45Drum"
LOG  : General     , 1759712290734> 17,385,818,819> adding unknown item param "OAL" = "0.5"
LOG  : General     , 1759712290734> 17,385,818,819> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290734> 17,385,818,819> adding unknown item param "ExtMagType" = "Base.9mmExtClip"
LOG  : General     , 1759712290734> 17,385,818,819> adding unknown item param "DrumMagType" = "Base.9mmDrum"
LOG  : General     , 1759712290734> 17,385,818,820> adding unknown item param "OAL" = "0.5"
LOG  : General     , 1759712290734> 17,385,818,820> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290734> 17,385,818,820> adding unknown item param "ExtMagType" = "Base.45DSExtClip"
LOG  : General     , 1759712290734> 17,385,818,820> adding unknown item param "DrumMagType" = "Base.45Drum"
LOG  : General     , 1759712290735> 17,385,818,820> adding unknown item param "OAL" = "0.5"
LOG  : General     , 1759712290735> 17,385,818,821> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290735> 17,385,818,821> adding unknown item param "ExtMagType" = "Base.9mmExtClip"
LOG  : General     , 1759712290735> 17,385,818,821> adding unknown item param "DrumMagType" = "Base.9mmDrum"
LOG  : General     , 1759712290736> 17,385,818,821> adding unknown item param "OAL" = "0.5"
LOG  : General     , 1759712290736> 17,385,818,821> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290736> 17,385,818,821> adding unknown item param "ExtMagType" = "Base.45DSExtClip"
LOG  : General     , 1759712290736> 17,385,818,821> adding unknown item param "DrumMagType" = "Base.45Drum"
LOG  : General     , 1759712290738> 17,385,818,823> adding unknown item param "OAL" = "0.4"
LOG  : General     , 1759712290738> 17,385,818,823> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290738> 17,385,818,823> adding unknown item param "ClipType" = "Base.38Speed"
LOG  : General     , 1759712290739> 17,385,818,824> adding unknown item param "OAL" = "0.6"
LOG  : General     , 1759712290739> 17,385,818,824> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290739> 17,385,818,824> adding unknown item param "ClipType" = "Base.38Speed"
LOG  : General     , 1759712290739> 17,385,818,825> adding unknown item param "OAL" = "0.6"
LOG  : General     , 1759712290739> 17,385,818,825> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290739> 17,385,818,825> adding unknown item param "ClipType" = "Base.45LCSpeed"
LOG  : General     , 1759712290740> 17,385,818,825> adding unknown item param "OAL" = "0.9"
LOG  : General     , 1759712290740> 17,385,818,826> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290741> 17,385,818,826> adding unknown item param "OAL" = "0.8"
LOG  : General     , 1759712290741> 17,385,818,826> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290742> 17,385,818,827> adding unknown item param "OAL" = "0.3"
LOG  : General     , 1759712290742> 17,385,818,827> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290745> 17,385,818,830> adding unknown item param "OAL" = "2.3"
LOG  : General     , 1759712290745> 17,385,818,830> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290745> 17,385,818,830> adding unknown item param "DrumMagType" = "Base.556Drum"
LOG  : General     , 1759712290745> 17,385,818,830> adding unknown item param "Melee" = "Base.SCARL_Melee"
LOG  : General     , 1759712290745> 17,385,818,830> adding unknown item param "HEMode" = "Base.SCARL_HE"
LOG  : General     , 1759712290745> 17,385,818,830> adding unknown item param "INCMode" = "Base.SCARL_INC"
LOG  : General     , 1759712290745> 17,385,818,831> adding unknown item param "Melee" = "Base.SCARL"
LOG  : General     , 1759712290745> 17,385,818,831> adding unknown item param "HEMode" = "Base.SCARL_HE"
LOG  : General     , 1759712290746> 17,385,818,831> adding unknown item param "INCMode" = "Base.SCARL_INC"
LOG  : General     , 1759712290746> 17,385,818,832> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290746> 17,385,818,832> adding unknown item param "Melee" = "Base.SCARL"
LOG  : General     , 1759712290746> 17,385,818,832> adding unknown item param "CompAmmo" = "Base.SCARL_INC"
LOG  : General     , 1759712290747> 17,385,818,832> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290747> 17,385,818,833> adding unknown item param "Melee" = "Base.SCARL"
LOG  : General     , 1759712290747> 17,385,818,833> adding unknown item param "CompAmmo" = "Base.SCARL_HE"
LOG  : General     , 1759712290748> 17,385,818,833> adding unknown item param "OAL" = "2.5"
LOG  : General     , 1759712290748> 17,385,818,833> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290748> 17,385,818,833> adding unknown item param "Melee" = "Base.SCARH_Melee"
LOG  : General     , 1759712290748> 17,385,818,833> adding unknown item param "HEMode" = "Base.SCARH_HE"
LOG  : General     , 1759712290748> 17,385,818,833> adding unknown item param "INCMode" = "Base.SCARH_INC"
LOG  : General     , 1759712290749> 17,385,818,834> adding unknown item param "Melee" = "Base.SCARH"
LOG  : General     , 1759712290749> 17,385,818,834> adding unknown item param "HEMode" = "Base.SCARH_HE"
LOG  : General     , 1759712290749> 17,385,818,834> adding unknown item param "INCMode" = "Base.SCARH_INC"
LOG  : General     , 1759712290749> 17,385,818,835> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290749> 17,385,818,835> adding unknown item param "Melee" = "Base.SCARH"
LOG  : General     , 1759712290749> 17,385,818,835> adding unknown item param "CompAmmo" = "Base.SCARH_INC"
LOG  : General     , 1759712290750> 17,385,818,836> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290750> 17,385,818,836> adding unknown item param "Melee" = "Base.SCARH"
LOG  : General     , 1759712290750> 17,385,818,836> adding unknown item param "CompAmmo" = "Base.SCARH_HE"
LOG  : General     , 1759712290751> 17,385,818,836> adding unknown item param "OAL" = "2.7"
LOG  : General     , 1759712290751> 17,385,818,836> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290751> 17,385,818,836> adding unknown item param "Melee" = "Base.SCAR20_Melee"
LOG  : General     , 1759712290751> 17,385,818,836> adding unknown item param "HEMode" = "Base.SCAR20_HE"
LOG  : General     , 1759712290751> 17,385,818,837> adding unknown item param "INCMode" = "Base.SCAR20_INC"
LOG  : General     , 1759712290752> 17,385,818,837> adding unknown item param "Melee" = "Base.SCAR20"
LOG  : General     , 1759712290752> 17,385,818,837> adding unknown item param "HEMode" = "Base.SCAR20_HE"
LOG  : General     , 1759712290752> 17,385,818,837> adding unknown item param "INCMode" = "Base.SCAR20_INC"
LOG  : General     , 1759712290753> 17,385,818,838> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290753> 17,385,818,838> adding unknown item param "Melee" = "Base.SCAR20"
LOG  : General     , 1759712290753> 17,385,818,838> adding unknown item param "CompAmmo" = "Base.SCAR20_INC"
LOG  : General     , 1759712290753> 17,385,818,839> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290753> 17,385,818,839> adding unknown item param "Melee" = "Base.SCAR20"
LOG  : General     , 1759712290754> 17,385,818,839> adding unknown item param "CompAmmo" = "Base.SCAR20_HE"
LOG  : General     , 1759712290755> 17,385,818,840> adding unknown item param "OAL" = "2.3"
LOG  : General     , 1759712290755> 17,385,818,841> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290755> 17,385,818,841> adding unknown item param "DrumMagType" = "Base.556Drum"
LOG  : General     , 1759712290755> 17,385,818,841> adding unknown item param "Fold" = "Base.SCARSC_Fold"
LOG  : General     , 1759712290756> 17,385,818,841> adding unknown item param "OAL" = "2.1"
LOG  : General     , 1759712290756> 17,385,818,841> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290756> 17,385,818,841> adding unknown item param "DrumMagType" = "Base.556Drum"
LOG  : General     , 1759712290756> 17,385,818,841> adding unknown item param "Fold" = "Base.SCARSC_Stock"
LOG  : General     , 1759712290757> 17,385,818,842> adding unknown item param "OAL" = "2.7"
LOG  : General     , 1759712290757> 17,385,818,843> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290758> 17,385,818,843> adding unknown item param "OAL" = "2.3"
LOG  : General     , 1759712290758> 17,385,818,843> adding unknown item param "Impact" = "null"
LOG  : General     , 1759712290760> 17,385,818,846> adding unknown item param "OAL" = "3.1"
LOG  : General     , 1759712290761> 17,385,818,846> adding unknown item param "Impact" = "null"
